timestamp,close,volume,volatility,avg_volume,trend,volatility_category,avg_volume_category
2023-12-05,61.03,6032438.26,,,Stable,,
2023-12-06,61.85,11121135.68,,,Upward,,
2023-12-07,67.74,10648583.32,,,Upward,,
2023-12-08,74.94,11314830.348,,,Upward,,
2023-12-09,72.3,8809964.3,,,Downward,,
2023-12-10,74.87,5886808.01,,,Upward,,
2023-12-11,70.25,12970688.47,,9540635.484,Downward,,High
2023-12-12,68.6,7763463.64,6.454122692749253,9787924.824,Downward,High,High
2023-12-13,70.62,8271925.44,6.461208243419045,9380894.789714286,Upward,High,High
2023-12-14,75.68,7493589.41,6.0577971641255965,8930181.374,Upward,High,High
2023-12-15,72.51,8834567.44,4.920253137558469,8575858.10142857,Downward,High,High
2023-12-16,73.72,5513079.61,4.753674193235604,8104874.574285715,Upward,High,High
2023-12-17,70.87,5108641.26,4.753835830557856,7993707.895714286,Downward,High,High
2023-12-18,74.42,7219822.33,4.473458076500769,7172155.589999999,Upward,Medium,High
2023-12-19,73.0,6086806.16,4.422736345285868,6932633.092857144,Downward,Medium,High
2023-12-20,82.21,10701294.29,6.266900031010805,7279685.785714285,Upward,High,High
2023-12-21,93.84,12129644.35,7.578089463613027,7941979.348571428,Upward,High,High
2023-12-22,97.9,11975121.56,6.810031637948503,8390629.937142858,Upward,High,High
2023-12-23,107.88,8336420.6,6.965157562960441,8793964.364285713,Upward,High,High
2023-12-24,112.45,12261699.03,5.6406988362272825,9815829.76,Upward,High,High
2023-12-25,120.91,11114497.92,5.576507793662009,10372211.987142855,Upward,High,High
2023-12-26,112.49,12300095.38,7.09051730754674,11259824.732857142,Downward,High,High
2023-12-27,106.91,8972638.9,7.685028569884571,11012873.962857144,Downward,High,High
2023-12-28,101.8,10194201.02,6.831674521293355,10736382.058571428,Downward,High,High
2023-12-29,106.17,9432538.67,6.829247745401506,10373155.93142857,Upward,High,High
2023-12-30,101.9,4178339.62,5.801946050906516,9779144.362857142,Downward,High,High
2023-12-31,101.72,3821990.67,5.406585198364476,8573471.74,Downward,High,High
2024-01-01,109.91,4403310.37,5.551944134256624,7614730.661428572,Upward,High,High
2024-01-02,106.73,7831366.05,5.039950667495114,6976340.757142857,Downward,High,High
2024-01-03,98.52,12221060.38,5.513669257618354,7440400.968571429,Downward,High,High
2024-01-04,104.91,7235482.95,5.869879125798263,7017726.958571428,Upward,High,High
2024-01-05,99.94,6703567.21,5.909574984112844,6627873.892857143,Downward,High,High
2024-01-06,93.77,5151478.03,6.161061572412904,6766893.665714285,Downward,High,High
2024-01-07,89.44,5547334.15,6.287181411241775,7013371.305714286,Downward,High,High
2024-01-08,97.88,9677497.13,6.654565780164257,7766826.557142858,Upward,High,High
