timestamp,close,volume,volatility,avg_volume,trend,volatility_category,avg_volume_category
2023-12-05,2.257,33936487.1,,,Stable,,
2023-12-06,2.285,32112716.2,,,Upward,,
2023-12-07,2.267,23792112.9,,,Downward,,
2023-12-08,2.376,26905824.7,,,Upward,,
2023-12-09,2.421,39602783.2,,,Upward,,
2023-12-10,2.519,22403544.0,,,Upward,,
2023-12-11,2.24,36466566.3,,30745719.2,Downward,,High
2023-12-12,2.305,34839883.7,5.401140810004522,30874775.85714286,Upward,Medium,High
2023-12-13,2.328,21565632.8,5.395865696916409,29368049.65714285,Upward,Medium,High
2023-12-14,2.322,20890471.5,5.380149578269325,28953529.45714286,Downward,Medium,High
2023-12-15,2.191,17911063.7,5.426593164361188,27668563.6,Downward,Medium,High
2023-12-16,2.39,26889718.4,6.618962208848769,25852411.485714287,Upward,High,High
2023-12-17,2.266,17453844.8,6.599933777836645,25145311.6,Downward,High,High
2023-12-18,2.29,18967305.1,5.009968050434798,22645417.14285714,Upward,Medium,High
2023-12-19,2.431,30928107.9,5.413382714519448,22086592.02857143,Upward,Medium,High
2023-12-20,2.845,83773397.6,8.161844655586298,30973415.57142857,Upward,High,High
2023-12-21,3.538,84184146.9,11.18013186520427,40015369.2,Upward,High,High
2023-12-22,3.36,46609009.6,11.06968433455279,44115075.75714286,Downward,High,High
2023-12-23,3.902,39145831.4,11.620759991477172,45865949.04285713,Upward,High,High
2023-12-24,3.798,42586262.9,11.182055607481615,49456294.48571429,Downward,High,High
2023-12-25,4.25,47591449.0,10.780075906846475,53545457.9,Upward,High,High
2023-12-26,4.301,50211486.7,11.205815545398751,56300226.3,Upward,High,High
2023-12-27,4.083,27689133.6,11.666350311921262,48288188.58571429,Downward,High,High
2023-12-28,3.756,28060345.2,9.26740544320458,40270502.62857144,Downward,High,High
2023-12-29,3.62,24259118.5,9.12337301899677,37077661.04285714,Downward,High,High
2023-12-30,3.676,15126384.9,6.485065801967657,33646311.54285714,Upward,High,High
2023-12-31,3.65,15864655.7,6.426809537871701,29828939.085714288,Downward,High,High
2024-01-01,3.794,13962506.3,4.21196206445489,25024804.41428572,Upward,Medium,High
2024-01-02,3.923,52454346.3,4.520461448949469,25345212.92857143,Upward,Medium,High
2024-01-03,3.771,38638209.3,4.370923780918514,26909366.6,Downward,Medium,High
2024-01-04,3.91,23129680.8,3.391007000422264,26204985.971428573,Upward,Low,High
2024-01-05,3.552,16442583.3,4.869263085618558,25088338.085714288,Downward,Medium,High
2024-01-06,3.479,22677929.8,4.84840097840806,26167130.214285716,Downward,Medium,High
2024-01-07,3.215,12829779.7,5.507561595587534,25733576.5,Downward,Medium,High
2024-01-08,3.416,26868001.9,5.950277782042037,27577218.728571422,Upward,High,High
2024-01-09,3.222,24410549.9,5.731961291234567,23570962.1,Downward,High,High
2024-01-10,3.603,22822968.5,7.845828846244732,21311641.985714287,Upward,High,High
2024-01-11,3.612,27635964.0,7.653590129659571,21955396.728571422,Upward,High,High
2024-01-12,3.458,20632952.7,6.964077764688521,22554020.92857143,Downward,High,High
2024-01-13,3.404,9473850.9,6.944397291747752,20667723.942857143,Downward,High,High
2024-01-14,3.307,10560449.0,6.294356821879428,20343533.842857145,Downward,High,High
2024-01-15,3.306,9838499.5,5.775241488677286,17910747.785714284,Downward,High,Medium
2024-01-16,3.24,11616425.6,5.359502559874906,16083015.742857143,Downward,Medium,Medium
2024-01-17,3.308,12408276.7,2.1300746833765265,14595202.62857143,Upward,Low,Medium
2024-01-18,3.083,13843276.9,2.8720525816678104,12624818.757142857,Downward,Low,Medium
2024-01-19,3.01,14531330.7,2.731022196791532,11753158.471428571,Downward,Low,Medium
2024-01-20,2.967,6520578.8,2.734471902711693,11331262.457142858,Downward,Low,Medium
2024-01-21,2.922,6240181.9,2.7044465703104885,10714081.442857144,Downward,Low,Low
2024-01-22,2.649,19322124.2,3.802222172042248,12068884.971428571,Downward,Low,Medium
2024-01-23,2.65,19354608.3,3.970252070049438,13174339.642857144,Upward,Low,Medium
2024-01-24,2.68,18354173.7,3.785591914290308,14023753.5,Upward,Low,Medium
2024-01-25,2.696,11363694.6,3.538934825283803,13669527.457142856,Upward,Low,Medium
2024-01-26,2.917,25477824.5,5.159058508447908,15233312.285714284,Upward,Medium,Medium
2024-01-27,2.912,10574415.6,5.13635489147899,15812431.828571428,Downward,Medium,Medium
2024-01-28,2.88,19132111.8,5.120262269227871,17654136.1,Downward,Medium,Medium
2024-01-29,3.008,12528231.5,3.2956136405036625,16683580.0,Upward,Low,Medium
2024-01-30,3.011,22174896.0,3.2899268770064376,17086478.242857143,Upward,Low,Medium
2024-01-31,2.823,18587160.4,4.522002375531161,17119762.057142857,Downward,Medium,Medium
2024-02-01,2.855,12212900.0,4.521901402559468,17241077.114285715,Upward,Medium,Medium
2024-02-02,2.9,10640220.2,3.259455559712608,15121419.357142856,Upward,Low,Medium
2024-02-03,2.815,6099542.4,3.4402716039187515,14482151.757142857,Downward,Low,Medium
2024-02-04,2.754,6162215.7,3.4980105477203787,12629309.457142858,Downward,Low,Medium
2024-02-05,2.751,8388031.4,2.750611699747508,12037852.3,Downward,Low,Medium
