timestamp,close,volume,volatility,avg_volume,trend,volatility_category,avg_volume_category
2023-12-05,15.729,7193745.83,,,Stable,,
2023-12-06,15.268,8057101.19,,,Downward,,
2023-12-07,15.691,9080106.82,,,Upward,,
2023-12-08,16.925,10827786.35,,,Upward,,
2023-12-09,16.196,8430393.84,,,Downward,,
2023-12-10,16.367,4766574.66,,,Upward,,
2023-12-11,14.768,14107495.09,,8923314.825714286,Downward,,High
2023-12-12,14.523,7450890.25,5.612895363994326,8960049.742857143,Downward,High,High
2023-12-13,14.77,8205912.53,5.619861186636775,8981308.505714286,Upward,High,High
2023-12-14,15.37,8398653.34,5.758333914617999,8883958.008571427,Upward,High,High
2023-12-15,14.281,5588024.0,5.014628337810535,8135420.53,Downward,High,High
2023-12-16,14.32,3975469.06,5.005760223746565,7499002.704285714,Upward,High,High
2023-12-17,14.013,3560218.31,4.863516931385687,7326666.082857142,Downward,High,High
2023-12-18,14.674,8220244.73,4.067475284007789,6485630.317142857,Upward,Medium,High
2023-12-19,14.1,4715602.5,4.301227557055425,6094874.9242857145,Downward,Medium,High
2023-12-20,14.253,5093239.98,4.258601809232713,5650207.417142856,Upward,Medium,High
2023-12-21,15.305,6978195.1,4.967627615316586,5447284.811428571,Upward,High,High
2023-12-22,15.479,6378166.47,3.8461554501621857,5560162.3071428565,Upward,Medium,High
2023-12-23,15.682,6241227.2,3.8235217303975646,5883842.041428572,Upward,Medium,High
2023-12-24,15.262,5937006.95,3.909687694701741,6223383.275714287,Downward,Medium,High
2023-12-25,15.585,5182592.13,3.6445045959823776,5789432.904285714,Upward,Medium,High
2023-12-26,15.092,6443612.14,3.4867005905038875,6036291.4242857145,Downward,Medium,High
2023-12-27,16.709,8604959.81,5.058593880314258,6537965.685714287,Upward,High,High
2023-12-28,16.005,12399584.63,5.0550264513547845,7312449.904285714,Downward,High,High
2023-12-29,15.54,7020535.98,5.230798809295697,7404216.977142857,Downward,High,High
2023-12-30,15.167,2951588.48,5.283530690464553,6934268.588571428,Downward,High,High
2023-12-31,14.941,3495890.27,5.215341300130305,6585537.634285715,Downward,High,High
2024-01-01,15.548,3173937.89,5.407243572512119,6298587.028571429,Upward,High,High
2024-01-02,15.166,5675020.93,5.342694688322138,6188788.284285715,Downward,High,High
2024-01-03,14.148,10147635.17,3.2830411103763204,6409170.478571429,Downward,Low,High
2024-01-04,14.526,4365827.16,3.6282807730419697,5261490.840000001,Upward,Medium,High
2024-01-05,14.091,6076419.59,3.6349394121103176,5126617.07,Downward,Medium,Medium
2024-01-06,13.436,3565461.87,3.838715671731965,5214313.268571429,Downward,Medium,Medium
2024-01-07,13.151,3045099.87,3.841673194524701,5149914.640000001,Downward,Medium,Medium
2024-01-08,14.139,6343630.56,4.809911181570311,5602727.878571428,Upward,High,High
2024-01-09,13.716,6089402.93,4.8364544880777,5661925.3071428565,Downward,High,High
2024-01-10,15.072,6108662.9,5.740188665587329,5084929.268571428,Upward,High,Medium
2024-01-11,15.022,5971021.52,5.7104999548742725,5314242.7485714285,Downward,High,High
2024-01-12,14.151,5199803.58,6.09152917646626,5189011.89,Downward,High,Medium
2024-01-13,14.345,2403223.09,5.702973270836745,5022977.778571429,Upward,High,Medium
2024-01-14,14.755,6981289.71,5.546208371333863,5585290.612857142,Upward,High,High
2024-01-15,15.185,7120605.92,5.000416993447439,5696287.092857143,Upward,High,High
2024-01-16,15.271,3995089.65,4.682371492864011,5397099.481428571,Upward,High,High
2024-01-17,15.761,8906227.12,3.152008166085337,5796751.512857142,Upward,Low,High
2024-01-18,14.658,6730412.48,4.305977656737825,5905235.935714287,Downward,Medium,High
2024-01-19,16.118,9958120.37,4.996997643618306,6584995.477142856,Upward,High,High
2024-01-20,15.781,8343648.47,5.233369411608773,7433627.674285714,Downward,High,High
2024-01-21,15.396,3466755.98,5.38319474526791,6931551.427142858,Downward,High,High
2024-01-22,14.598,8999991.39,5.696866165680204,7200035.065714285,Downward,High,High
2024-01-23,14.3,7634724.2,5.706473856471994,7719982.858571428,Downward,High,High
2024-01-24,14.243,4902671.9,5.441076936249982,7148046.398571429,Downward,High,High
2024-01-25,13.744,3983863.76,4.972646149172935,6755682.295714286,Downward,High,High
2024-01-26,14.187,4124078.3,2.648659358276681,5922247.714285715,Upward,Low,High
2024-01-27,14.345,2101656.52,2.854187296300417,5030534.5785714295,Upward,Low,Medium
2024-01-28,14.48,3924457.9,2.9181670228485177,5095920.567142857,Upward,Low,Medium
2024-01-29,15.004,5591006.51,2.6129534885663803,4608922.727142857,Upward,Low,Medium
