timestamp,close,volume,volatility,avg_volume,trend,volatility_category,avg_volume_category
2023-12-05,98.69,160354.524,,,Stable,,
2023-12-06,96.3,128163.309,,,Downward,,
2023-12-07,98.65,112303.921,,,Upward,,
2023-12-08,99.49,215890.707,,,Upward,,
2023-12-09,98.65,263323.305,,,Downward,,
2023-12-10,97.98,110203.024,,,Downward,,
2023-12-11,91.62,236472.374,,175244.45200000002,Downward,,Medium
2023-12-12,92.68,131123.652,2.9459161617834666,171068.61314285715,Upward,Low,Medium
2023-12-13,94.75,142803.713,3.056748201470017,173160.09942857144,Upward,Low,Medium
2023-12-14,107.12,261528.833,5.89483689876592,194477.944,Upward,High,Medium
2023-12-15,108.2,639830.045,5.8930312285089625,255040.7065714286,Upward,High,High
2023-12-16,104.77,221640.826,6.099222623287683,249086.06671428573,Downward,High,High
2023-12-17,100.1,144918.302,6.432340306555958,254045.3921428572,Downward,High,High
2023-12-18,99.37,194117.201,5.721500956867062,247994.65314285716,Downward,High,High
2023-12-19,101.33,243307.962,5.726411753434119,264020.98314285715,Upward,High,High
2023-12-20,100.11,177808.609,5.791654480382158,269021.68257142854,Downward,High,High
2023-12-21,101.71,271895.168,2.443180311637676,270502.58757142856,Upward,Low,High
2023-12-22,100.02,243573.585,2.3359780520256934,213894.52185714288,Downward,Low,Medium
2023-12-23,99.44,268726.38,2.1498805164303114,220621.02957142855,Downward,Low,Medium
2023-12-24,99.61,324058.02,1.3859911663914133,246212.41785714283,Upward,Low,High
2023-12-25,102.77,401955.241,1.7965733361706628,275903.5664285714,Upward,Low,High
2023-12-26,102.9,472317.523,1.675019824679202,308619.218,Upward,Low,High
2023-12-27,112.0,434108.16,3.52403264907562,345233.4395714286,Upward,Medium,High
2023-12-28,118.88,692153.637,3.907032753464709,405270.3637142857,Upward,Medium,High
2023-12-29,112.47,324473.627,4.711622391338219,416827.51257142855,Downward,Medium,High
2023-12-30,111.02,206355.638,4.778083675878658,407917.4065714286,Downward,Medium,High
2023-12-31,108.69,260625.03,4.970845475163705,398855.5508571429,Downward,High,High
2024-01-01,116.17,144362.947,5.377621144142039,362056.6517142857,Upward,High,High
2024-01-02,110.28,245841.15,5.985626921160802,329702.8841428571,Downward,High,High
2024-01-03,102.66,337085.699,5.554869842947233,315842.5325714286,Downward,High,High
2024-01-04,103.77,142988.985,4.721012024508505,237390.4394285714,Upward,Medium,Medium
2024-01-05,102.94,167063.537,4.454791779085494,214903.28371428573,Downward,Medium,Medium
2024-01-06,99.43,93242.439,4.535456135204509,198744.2552857143,Downward,Medium,Medium
2024-01-07,94.94,65520.413,4.680539518332251,170872.16714285716,Downward,Medium,Medium
2024-01-08,99.0,184206.479,3.913975120945132,176564.1002857143,Upward,Medium,Medium
2024-01-09,96.46,143617.623,3.716573598464415,161960.73928571428,Downward,Medium,Medium
2024-01-10,107.08,296386.212,5.419568460429,156146.52685714286,Upward,High,Medium
2024-01-11,109.63,350714.931,5.455961284796839,185821.662,Upward,High,Medium
2024-01-12,103.0,198988.312,6.057578592045514,190382.34414285715,Downward,High,Medium
2024-01-13,106.0,90475.521,5.905832729549095,189987.07014285712,Upward,High,Medium
2024-01-14,99.42,76594.844,6.199565756501705,191569.13171428573,Downward,High,Medium
2024-01-15,101.8,90527.49,6.064134268429451,178186.419,Upward,High,Medium
2024-01-16,103.59,254677.234,5.911725487262017,194052.07771428573,Upward,High,Medium
2024-01-17,101.38,101846.578,4.065015676134122,166260.70142857142,Downward,Medium,Medium
2024-01-18,96.89,103546.506,4.017619918331887,130950.92642857145,Downward,Medium,Low
2024-01-19,97.07,136203.699,3.55173114314346,121981.696,Upward,Medium,Low
2024-01-20,97.43,53713.702,3.2252100235424788,116730.00757142858,Upward,Low,Low
2024-01-21,96.49,56765.921,2.343685800660842,113897.30428571429,Downward,Low,Low
2024-01-22,91.73,114897.175,2.516392774146661,117378.68785714284,Downward,Low,Low
2024-01-23,89.66,163084.326,2.0837915137341105,104293.98671428573,Downward,Low,Low
2024-01-24,89.95,67259.588,2.261411031957168,99352.98814285714,Upward,Low,Low
2024-01-25,88.82,53671.763,1.9069091492033527,92228.02485714284,Downward,Low,Low
2024-01-26,91.35,63139.924,2.428101666736621,81790.34271428571,Upward,Low,Low
2024-01-27,91.6,27276.191,2.4203001815009806,78013.55542857143,Upward,Low,Low
2024-01-28,91.16,65557.997,2.423467403743894,79269.56628571429,Downward,Low,Low
2024-01-29,93.62,50912.245,1.906818895648388,70128.862,Upward,Low,Low
2024-01-30,93.1,70042.642,1.6110570341599966,56837.19285714285,Downward,Low,Low
2024-01-31,85.88,362100.409,3.5397260891609807,98957.31014285714,Downward,Medium,Low
2024-02-01,83.93,348791.021,3.591275945376513,141117.20414285714,Downward,Medium,Low
2024-02-02,85.86,477614.02,3.504586083287629,200327.78928571427,Upward,Medium,Medium
2024-02-03,85.64,65090.678,3.482499406532962,205729.85885714288,Downward,Medium,Medium
2024-02-04,83.24,67695.532,3.5455750914382147,206035.221,Downward,Medium,Medium
2024-02-05,84.19,97818.237,3.297865443421987,212736.077,Upward,Low,Medium
2024-02-06,84.49,138952.337,3.35688621970825,222580.31914285716,Upward,Low,Medium
2024-02-07,84.2,292221.147,1.7985028409668995,212597.56742857143,Downward,Low,Medium
2024-02-08,85.16,158041.068,1.6185165069681366,185347.5741428572,Upward,Low,Medium
2024-02-09,87.61,284200.555,1.751454427833244,157717.07914285714,Upward,Low,Medium
2024-02-10,88.38,92109.21,1.7437057292696685,161576.8694285714,Upward,Low,Medium
2024-02-11,87.28,105765.888,1.300400997818599,167015.49171428572,Downward,Low,Medium
2024-02-12,90.81,151032.549,1.8262457323785937,174617.53628571425,Upward,Low,Medium
2024-02-13,89.58,192430.19,2.0440436727189115,182257.2295714286,Downward,Low,Medium
2024-02-14,91.0,167800.843,1.9844229942059688,164482.90042857142,Upward,Low,Medium
2024-02-15,92.24,194204.329,1.986349410820588,169649.08057142858,Upward,Low,Medium
2024-02-16,94.51,186916.138,1.9320491720793536,155751.3067142857,Upward,Low,Medium
2024-02-17,93.91,138555.206,2.043063533549229,162386.44900000002,Downward,Low,Medium
2024-02-18,94.65,127550.608,1.8218323472917952,165498.55185714283,Upward,Low,Medium
2024-02-19,96.22,170511.547,1.3613670267485418,168281.26585714286,Upward,Low,Medium
2024-02-20,93.85,190663.891,1.6849700364963731,168028.93742857143,Downward,Low,Medium
2024-02-21,91.72,160136.513,1.9489310969867693,166934.0331428571,Downward,Low,Medium
2024-02-22,91.95,102996.813,1.8755571437743024,153904.388,Upward,Low,Medium
2024-02-23,94.64,482935.366,1.983490058732884,196192.84914285716,Upward,Low,Medium
2024-02-24,101.14,450708.753,3.208941923608627,240786.213,Upward,Low,High
2024-02-25,100.32,165415.795,3.291378830455568,246195.52542857145,Downward,Low,High
2024-02-26,102.79,198696.459,3.336754450986908,250221.94142857144,Upward,Low,High
